sequence,state
25968,0.9086952432123871
25969,0.6779263705930556
25970,0.2750312071493787
25971,0.7172853043473967
25972,0.6722923630089777
25973,0.4411589408905683
25974,0.3748822173305463
25975,0.0784941064678745
25976,0.9853585587244922
25977,0.371964920450781
25978,0.2198459151791428
25979,0.8165146493123375
25980,0.7691314217310993
25981,0.848224112679078
25982,0.8469195903242726
25983,0.2892683869153488
25984,0.2052920448628777
25985,0.0715387199364385
25986,0.1463709634468243
25987,0.2713015560912745
25988,0.8202047194705553
25989,0.5083450480234517
25990,0.1593804766557346
25991,0.1874095246959999
25992,0.0777744621671548
25993,0.8293027550896351
25994,0.2151194710893572
25995,0.7044600003620006
25996,0.4005986258768461
25997,0.7932921418704744
25998,0.9158981887950922
25999,0.1777814107419592
26000,0.6481341705575098
26001,0.3924387306030644
26002,0.7598436946537849
26003,0.9451714072803632
26004,0.0874714026068255
26005,0.7684059951676903
26006,0.1499772010388813
26007,0.8428951387409485
26008,0.32425935757681
26009,0.5985581245674836
26010,0.2207897959401862
26011,0.0606441143317445
26012,0.2073301452121065
26013,0.1232723633409103
26014,0.5839843185565583
26015,0.3635371683175334
26016,0.3440851966671377
26017,0.7665369997194927
26018,0.8829254330102437
26019,0.4548824657301292
26020,0.6070470215555094
26021,0.8366105516560338
26022,0.3450905149802544
26023,0.4881563904260483
26024,0.6274857900682143
26025,0.2017380338201559
26026,0.9261587427184532
26027,0.549825339185219
26028,0.85231160790222
26029,0.7606868400825993
26030,0.133183431138809
26031,0.0899833660300698
26032,0.8306017518342594
26033,0.0402326827210451
26034,0.7819589754771001
26035,0.6543421979748828
26036,0.2050451936711769
26037,0.3583722190261674
26038,0.3246037316951883
26039,0.1481969120137085
26040,0.5523708092760692
26041,0.6886215088611007
26042,0.1439172227300366
26043,0.9041963978787412
26044,0.12274272202229
26045,0.7296356708138059
26046,0.2816603182540229
26047,0.8681122381974471
26048,0.4894180532463837
26049,0.8332451663970595
26050,0.0791648464313649
26051,0.3955484917792026
26052,0.0857415658603495
26053,0.0711206966083703
26054,0.1754410054795935
26055,0.8454537301922463
26056,0.8386883181236272
26057,0.5387186342644682
26058,0.6933408697762772
26059,0.5778075084962857
26060,0.115675795859799
26061,0.085377107381148
26062,0.6226092190317944
26063,0.7913289885191944
26064,0.5887733162314753
26065,0.2309039115453355
26066,0.2517802605306109
26067,0.6785020822550193
26068,0.7593773915039248
26069,0.7340797460794887
26070,0.0748774274712858
26071,0.7936888479524855
26072,0.3692968150851354
26073,0.8125175150172788
26074,0.6805621392268474
26075,0.7895247443959376
26076,0.4337820013992663
26077,0.8337228599385207
26078,0.0893798271436097
26079,0.1302582948171853
26080,0.9779911960656013
26081,0.2776887879715108
26082,0.1731560906439956
26083,0.7505490729601716
26084,0.5225609904624362
26085,0.7890788299160083
26086,0.4643390465719804
26087,0.5825501806820715
26088,0.0742919061899742
26089,0.7090373122776229
26090,0.2491713635805581
26091,0.5193471382310098
26092,0.8002426313218476
26093,0.0299207854628902
26094,0.3184366752097748
26095,0.9684561467008264
26096,0.7634393460291891
26097,0.643449254920508
26098,0.1827200698519208
26099,0.6089806222623976
26100,0.821670974400461
26101,0.6883887422796887
26102,0.0566360140446709
26103,0.08879738274494
26104,0.4332836377903312
26105,0.4525001633718515
26106,0.454601057235496
26107,0.0113832601151893
26108,0.1457796763807086
26109,0.2781490575536615
26110,0.6756643765803084
26111,0.6609505776189478
26112,0.8740759442642038
26113,0.1376470233122285
26114,0.893776468739865
26115,0.503177810089003
26116,0.7151186394922446
26117,0.0914551047655135
26118,0.8941802218796264
26119,0.816552466528276
26120,0.4054508710546712
26121,0.3212011775296366
26122,0.7999866803816534
26123,0.0807273535167052
26124,0.8815276628477493
26125,0.7221169922669001
26126,0.8484841264974079
26127,0.5083893303960326
26128,0.5043705481163365
26129,0.8921816615732769
26130,0.943419015981959
26131,0.4294901144353406
26132,0.7567230395941316
26133,0.2309823396028559
26134,0.1383290247641589
26135,0.8500735235539418
26136,0.9117083558803064
26137,0.5889482149957593
26138,0.5970978627867334
26139,0.859161197397458
26140,0.9013221734552952
26141,0.0814744664527222
26142,0.3487801143403581
26143,0.3487542098604535
26144,0.351899458850591
26145,0.6505674736912631
26146,0.603704220377653
26147,0.5557530297270149
26148,0.2582497794781281
26149,0.0897100484694903
26150,0.3035799080138467
26151,0.7240829748909037
26152,0.1432348462222538
26153,0.7580461458220844
26154,0.5696835262758528
26155,0.6933185717088332
26156,0.3083571995803087
26157,0.8166561606878698
26158,0.2434543191021629
26159,0.7114095669092458
26160,0.1593688216622662
26161,0.0426435164438898
26162,0.9497361235124674
26163,0.7649089478828792
26164,0.980189818752597
26165,0.3627140759622072
26166,0.7346541757919516
26167,0.5872699444378454
26168,0.6499431732845377
26169,0.4674827882362738
26170,0.0253818858034881
26171,0.9012894509151264
26172,0.7829891767606932
26173,0.5630184837257812
26174,0.3148363072532247
26175,0.850204242482468
26176,0.8968225285091281
26177,0.3324486234063156
26178,0.8633621151723262
26179,0.509896422849024
26180,0.0299142955733676
26181,0.1320926400123717
26182,0.8368055200438911
26183,0.8979905369056393
26184,0.5194320642392131
26185,0.0383111113968186
26186,0.0536377401114842
26187,0.3982852089804444
26188,0.8676071549522556
26189,0.4961584089401422
26190,0.9800566605385878
26191,0.8042842509268114
26192,0.6287123252047647
26193,0.4265681812265661
26194,0.0425894164080652
26195,0.2086045401355304
26196,0.6869943064267695
26197,0.0700775389740187
26198,0.7977686904046457
26199,0.2366259463809915
26200,0.6667752215082252
26201,0.8167487625285893
26202,0.6253911159672707
26203,0.5751564573695604
26204,0.8279664908556694
26205,0.1445983179808945
26206,0.2234371374195139
26207,0.2984972704875009
26208,0.2490338308188803
26209,0.9922549552174216
26210,0.0701929725709513
26211,0.7182825502443646
26212,0.3954639277790746
